Date,AAPL,SBUX,MSFT,CSCO,QCOM,FB,AMZN,TSLA,AMD,ZNGA
09/26/2013,7,3,1,-1,1,8.0,8,11,2,-1
09/27/2013,-1,4,2,-2,-1,9.0,9,12,-1,1
09/30/2013,-2,5,3,-3,-2,10.0,-1,13,-2,-1
10/01/2013,1,6,4,-4,-3,11.0,1,14,1,1
10/02/2013,2,7,5,-5,-4,12.0,2,-1,2,2
10/03/2013,-1,-1,6,-6,-5,-1.0,-1,-2,3,-1
10/04/2013,-2,1,7,-7,1,1.0,1,-3,4,1
10/07/2013,1,-1,-1,-8,-1,2.0,-1,1,-1,-1
10/08/2013,-1,-2,-2,-9,-2,-1.0,-2,-1,-2,-2
10/09/2013,1,-3,-3,-10,-3,-2.0,-3,-2,-3,-3
10/10/2013,2,1,1,1,1,1.0,-4,-3,1,-4
10/11/2013,3,2,2,2,2,2.0,1,1,2,1
10/14/2013,4,3,3,3,3,3.0,2,2,3,-1
10/15/2013,5,-1,4,4,4,4.0,-1,3,4,-2
10/16/2013,6,1,5,-1,5,5.0,1,4,5,1
10/17/2013,7,2,6,-2,6,6.0,2,5,6,2
10/18/2013,8,3,7,-3,7,7.0,3,6,-1,3
10/21/2013,9,4,8,-4,8,8.0,4,-1,-2,4
10/22/2013,10,5,-1,-5,9,-1.0,5,-2,-3,-1
10/23/2013,11,6,-2,-6,-1,-2.0,6,-3,-4,-2
10/24/2013,12,-1,-3,-7,-2,1.0,7,1,-5,-3
10/25/2013,13,1,1,-8,1,-1.0,8,-1,1,1
10/28/2013,14,-1,2,1,2,-2.0,9,-2,2,2
10/29/2013,-1,1,3,2,3,-3.0,10,-3,3,-1
10/30/2013,1,2,4,3,4,-4.0,11,-4,-1,-2
10/31/2013,-1,3,5,-1,5,1.0,12,-5,1,-3
11/01/2013,-2,-1,6,-2,6,-1.0,-1,1,-1,-4
11/04/2013,1,-2,7,-3,7,-2.0,-2,2,1,1
11/05/2013,2,1,8,1,-1,1.0,-3,3,2,2
11/06/2013,-1,2,9,2,1,-1.0,-4,-1,-1,-1
11/07/2013,-2,-1,10,3,-1,-2.0,-5,-2,-2,-2
11/08/2013,1,1,11,4,-2,-3.0,-6,-3,-3,-3
11/11/2013,-1,2,12,5,-3,-4.0,1,-4,1,-4
11/12/2013,1,-1,-1,6,1,-5.0,-1,-5,2,1
11/13/2013,2,1,1,7,2,1.0,1,-6,3,2
11/14/2013,3,2,2,-1,3,2.0,2,-7,4,3
11/15/2013,4,3,3,-2,4,3.0,3,-8,5,4
11/18/2013,-1,-1,-1,-3,5,-1.0,4,-9,-1,-1
11/19/2013,-2,-2,-2,-4,6,-2.0,5,-10,-2,1
11/20/2013,-3,-3,-3,-5,-1,-3.0,-1,-11,-3,2
11/21/2013,1,1,1,-6,1,-4.0,1,-12,-4,3
11/22/2013,2,2,2,-7,2,-5.0,2,-13,-5,4
11/25/2013,3,-1,3,-8,3,-6.0,3,-14,1,5
11/26/2013,4,1,-1,-9,4,1.0,4,-15,2,6
11/27/2013,5,2,1,-10,5,2.0,5,1,3,7
11/29/2013,6,3,2,-11,6,3.0,6,2,4,-1
12/02/2013,7,-1,3,-12,7,4.0,7,-1,5,-2
12/03/2013,8,-2,4,1,-1,5.0,-1,1,6,-3
12/04/2013,9,-3,5,2,-2,6.0,-2,2,-1,-4
12/05/2013,10,-4,-1,-1,-3,7.0,-3,3,1,-5
12/06/2013,-1,-5,1,1,1,8.0,1,4,2,-6
12/09/2013,1,-6,2,2,-1,9.0,-1,5,3,-7
12/10/2013,2,-7,-1,3,-2,10.0,1,6,4,1
12/11/2013,-1,-8,-2,-1,-3,11.0,-1,-1,5,-1
12/12/2013,-2,-9,-3,-2,-4,12.0,-2,1,6,1
12/13/2013,-3,-10,-4,-3,-5,13.0,1,2,7,2
12/16/2013,-4,-11,-5,1,-6,14.0,2,3,-1,-1
12/17/2013,-5,-12,-6,2,1,15.0,3,4,1,1
12/18/2013,-6,1,-7,3,2,16.0,4,-1,2,-1
12/19/2013,-7,2,-8,4,-1,17.0,5,-2,3,-2
12/20/2013,-8,3,1,5,1,18.0,6,-3,4,-3
12/23/2013,1,4,-1,6,2,19.0,7,-4,5,1
12/24/2013,2,5,1,7,3,20.0,8,1,6,2
12/26/2013,3,6,2,8,4,21.0,9,2,7,-1
12/27/2013,-1,7,3,9,5,-1.0,-1,3,8,-2
12/30/2013,-2,8,4,10,6,-2.0,-2,4,9,-3
12/31/2013,1,-1,5,11,7,-3.0,1,-1,10,-4
01/02/2014,-1,-2,-1,-1,-1,-4.0,2,-2,11,1
01/03/2014,-2,-3,-2,-2,-2,-5.0,-1,-3,12,2
01/06/2014,-3,-4,-3,-3,-3,1.0,-2,-4,13,3
01/07/2014,-4,1,-4,1,1,2.0,1,1,14,4
01/08/2014,-5,2,-5,2,2,3.0,2,2,15,5
01/09/2014,-6,3,-6,-1,3,-1.0,3,-1,-1,6
01/10/2014,-7,4,1,1,4,1.0,-1,-2,1,7
01/13/2014,-8,-1,-1,2,-1,-1.0,-2,-3,-1,-1
01/14/2014,1,-2,1,3,-2,1.0,1,1,1,-2
01/15/2014,2,1,2,4,1,2.0,-1,2,2,-3
01/16/2014,3,-1,3,5,2,-1.0,-2,3,3,-4
01/17/2014,-1,-2,-1,6,3,-2.0,1,4,-1,-5
01/21/2014,1,-3,-2,7,4,1.0,2,5,-2,-6
01/22/2014,2,-4,-3,8,5,-1.0,3,6,-3,-7
01/23/2014,3,-5,-4,-1,6,-2.0,-1,7,-4,-8
01/24/2014,-1,1,1,-2,-1,-3.0,-2,-1,-5,-9
01/27/2014,1,-1,-1,-3,-2,-4.0,-3,-2,-6,-10
01/28/2014,-1,-2,1,-4,-3,1.0,1,1,-7,-11
01/29/2014,-2,-3,2,-5,-4,-1.0,-1,-1,-8,-12
01/30/2014,-3,-4,3,1,1,1.0,1,1,-9,1
01/31/2014,-4,-5,4,-1,2,2.0,-1,2,-10,2
02/03/2014,-5,-6,-1,-2,-1,3.0,-2,-1,-11,3
02/04/2014,1,-7,-2,1,-2,4.0,-3,1,-12,4
02/05/2014,2,-8,-3,2,-3,5.0,-4,-1,-13,5
02/06/2014,3,1,-4,3,1,6.0,1,1,1,6
02/07/2014,4,2,1,4,2,7.0,2,2,2,7
02/10/2014,5,3,2,5,3,8.0,3,3,3,8
02/11/2014,6,4,3,6,4,9.0,4,4,4,9
02/12/2014,7,5,4,7,5,10.0,-1,5,5,10
02/13/2014,8,6,5,-1,6,11.0,1,6,6,11
02/14/2014,9,7,6,1,7,12.0,2,7,7,12
02/18/2014,10,-1,7,-1,-1,13.0,-1,8,8,13
02/19/2014,-1,-2,8,-2,-2,14.0,-2,-1,9,14
02/20/2014,-2,-3,9,-3,1,15.0,-3,1,-1,15
02/21/2014,-3,-4,10,-4,-1,16.0,-4,2,-2,-1
02/24/2014,-4,-5,-1,-5,-2,17.0,1,3,1,-2
02/25/2014,-5,-6,-2,-6,-3,18.0,2,4,-1,1
02/26/2014,-6,-7,-3,-7,-4,-1.0,3,5,1,2
02/27/2014,1,1,1,-8,-5,-2.0,4,6,2,3
02/28/2014,2,-1,2,-9,1,-3.0,5,7,3,-1
03/03/2014,3,-2,-1,-10,-1,-4.0,6,8,-1,1
03/04/2014,4,1,1,1,1,1.0,7,9,1,2
03/05/2014,5,-1,2,2,2,2.0,8,10,2,3
03/06/2014,6,1,3,-1,3,3.0,9,11,3,4
03/07/2014,7,2,-1,-2,4,-1.0,10,-1,4,5
03/10/2014,8,3,-2,-3,5,1.0,11,-2,5,-1
03/11/2014,9,4,1,-4,-1,-1.0,-1,-3,6,1
03/12/2014,10,5,2,1,1,1.0,1,1,7,2
03/13/2014,-1,-1,-1,-1,-1,-1.0,2,-1,8,-1
03/14/2014,-2,-2,-2,-2,-2,-2.0,3,-2,-1,-2
03/17/2014,-3,-3,1,-3,1,-3.0,4,-3,-2,-3
03/18/2014,1,1,2,1,2,1.0,5,1,1,-4
03/19/2014,2,2,3,2,3,-1.0,-1,-1,2,-5
03/20/2014,-1,3,4,3,4,-2.0,-2,-2,3,-6
03/21/2014,1,4,5,-1,5,-3.0,-3,-3,4,-7
03/24/2014,2,-1,6,-2,6,-4.0,-4,-4,5,-8
03/25/2014,3,-2,7,1,7,-5.0,-5,-5,6,-9
03/26/2014,4,-3,-1,2,8,-6.0,-6,-6,7,-10
03/27/2014,-1,-4,-2,-1,9,-7.0,-7,-7,-1,-11
03/28/2014,-2,-5,1,1,10,-8.0,-8,-8,-2,-12
03/31/2014,-3,-6,2,2,11,-9.0,-9,-9,1,-13
04/01/2014,1,1,3,3,12,1.0,1,1,2,-14
04/02/2014,2,-1,4,4,13,2.0,2,2,3,-15
04/03/2014,-1,-2,-1,5,14,-1.0,-1,3,-1,-16
04/04/2014,-2,-3,-2,-1,-1,-2.0,-2,-1,-2,-17
04/07/2014,-3,-4,-3,1,-2,-3.0,-3,-2,-3,-18
04/08/2014,-4,-5,-4,2,1,-4.0,1,1,1,1
04/09/2014,1,1,1,3,2,1.0,2,2,2,2
04/10/2014,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
04/11/2014,-2,-2,-2,-2,-2,-2.0,-2,-2,-2,-2
04/14/2014,-3,-3,-3,1,1,-3.0,-3,-3,-3,-3
04/15/2014,-4,-4,1,2,2,1.0,-4,-4,1,-4
04/16/2014,-5,1,2,3,3,2.0,1,-5,-1,1
04/17/2014,1,2,3,4,4,-1.0,2,-6,-2,2
04/21/2014,2,3,-1,5,5,1.0,3,1,1,3
04/22/2014,3,4,1,6,6,2.0,4,2,2,4
04/23/2014,-1,-1,-1,7,7,3.0,-1,-1,3,5
04/24/2014,1,1,1,-1,-1,-1.0,1,-2,4,-1
04/25/2014,2,2,2,-2,-2,-2.0,-1,-3,-1,-2
04/28/2014,3,-1,3,-3,-3,-3.0,-2,-4,-2,-3
04/29/2014,4,-2,4,1,1,-4.0,-3,1,-3,-4
04/30/2014,5,-3,5,-1,2,1.0,-4,2,1,-5
05/01/2014,6,1,-1,-2,3,2.0,1,3,2,-6
05/02/2014,7,-1,-2,-3,4,3.0,2,4,3,-7
05/05/2014,8,1,-3,-4,5,4.0,3,5,-1,-8
05/06/2014,9,-1,-4,-5,6,-1.0,-1,-1,-2,-9
05/07/2014,-1,-2,-5,-6,7,-2.0,-2,-2,-3,-10
05/08/2014,-2,-3,1,1,8,-3.0,-3,-3,-4,-11
05/09/2014,-3,1,2,2,9,-4.0,-4,-4,-5,-12
05/12/2014,1,2,3,3,10,1.0,1,-5,1,1
05/13/2014,2,3,4,-1,11,2.0,2,1,2,2
05/14/2014,3,-1,5,-2,12,3.0,-1,2,-1,-1
05/15/2014,-1,-2,-1,1,-1,-1.0,-2,-1,-2,-2
05/16/2014,1,1,-2,2,-2,-2.0,1,1,1,-3
05/19/2014,2,2,-3,3,1,1.0,-1,2,2,1
05/20/2014,3,-1,-4,4,2,-1.0,1,3,3,-1
05/21/2014,4,-2,1,5,-1,1.0,2,4,4,-2
05/22/2014,5,1,2,6,-2,2.0,3,5,-1,-3
05/23/2014,6,2,3,7,1,3.0,4,6,-2,-4
05/27/2014,7,3,4,8,2,4.0,5,7,1,1
05/28/2014,8,4,-1,9,3,5.0,6,8,-1,2
05/29/2014,9,5,1,10,4,6.0,7,9,1,3
05/30/2014,10,6,2,-1,5,7.0,8,-1,-1,4
06/02/2014,11,7,3,1,6,-1.0,-1,-2,-2,-1
06/03/2014,12,8,-1,-1,7,-2.0,-2,-3,-3,-2
06/04/2014,13,9,-2,-2,-1,1.0,-3,-4,1,-3
06/05/2014,14,10,1,1,-2,2.0,1,1,2,-4
06/06/2014,15,11,2,2,1,-1.0,2,2,3,-5
06/09/2014,16,12,3,3,-1,-2.0,3,-1,4,-6
06/10/2014,17,-1,-1,4,-2,1.0,4,-2,5,1
06/11/2014,18,1,-2,5,-3,2.0,5,-3,6,2
06/12/2014,-1,-1,-3,-1,-4,-1.0,-1,-4,7,-1
06/13/2014,-2,1,1,-2,-5,-2.0,-2,1,8,-2
06/16/2014,-3,2,2,-3,-6,-3.0,1,2,9,-3
06/17/2014,-4,3,3,-4,1,1.0,-1,3,10,1
06/18/2014,-5,4,4,1,2,2.0,1,4,11,-1
06/19/2014,-6,5,5,2,3,-1.0,-1,5,-1,-2
06/20/2014,-7,6,6,3,4,-2.0,-2,6,-2,-3
06/23/2014,-8,7,7,-1,-1,1.0,1,7,-3,1
06/24/2014,-9,8,8,-2,-2,2.0,-1,8,-4,-1
06/25/2014,-10,9,9,1,-3,3.0,1,9,-5,1
06/26/2014,1,10,-1,-1,1,4.0,-1,10,1,2
06/27/2014,2,11,1,1,2,5.0,-2,11,2,3
06/30/2014,3,-1,-1,2,3,6.0,-3,12,3,4
07/01/2014,4,1,1,3,4,7.0,1,13,4,5
07/02/2014,5,2,2,4,5,-1.0,2,-1,5,-1
07/03/2014,6,3,-1,5,6,-2.0,3,-2,6,-2
07/07/2014,7,4,1,6,7,-3.0,4,-3,7,-3
07/08/2014,8,5,-1,-1,8,-4.0,-1,-4,-1,-4
07/09/2014,9,6,-2,1,9,1.0,1,-5,-2,-5
07/10/2014,10,-1,-3,2,-1,2.0,-1,-6,1,1
07/11/2014,11,-2,1,3,-2,3.0,1,-7,2,2
07/14/2014,12,-3,2,4,-3,4.0,2,1,3,3
07/15/2014,-1,1,3,5,-4,5.0,3,-1,4,-1
07/16/2014,-2,-1,4,6,-5,6.0,4,-2,5,-2
07/17/2014,-3,-2,5,-1,-6,-1.0,5,-3,6,-3
07/18/2014,1,-3,6,1,1,1.0,6,1,-1,-4
07/21/2014,-1,-4,7,2,2,2.0,7,2,-2,1
07/22/2014,1,1,8,3,3,3.0,8,3,-3,-1
07/23/2014,2,2,9,-1,4,4.0,-1,4,-4,-2
07/24/2014,3,3,-1,1,-1,5.0,1,5,-5,-3
07/25/2014,4,-1,-2,2,-2,6.0,-1,6,-6,-4
07/28/2014,5,-2,-3,3,-3,7.0,-2,7,-7,-5
07/29/2014,6,-3,-4,-1,-4,-1.0,-3,8,1,-6
07/30/2014,7,1,-5,-2,-5,1.0,-4,9,2,-7
07/31/2014,-1,-1,-6,-3,-6,-1.0,-5,-1,3,-8
08/01/2014,-2,-2,-7,-4,-7,-2.0,-6,1,4,-9
08/04/2014,-3,-3,1,-5,-8,1.0,-7,2,5,-10
08/05/2014,-4,-4,-1,-6,-9,-1.0,-8,3,6,-11
08/06/2014,-5,-5,-2,-7,-10,-2.0,1,4,7,-12
08/07/2014,-6,-6,1,-8,-11,1.0,-1,5,8,1
08/08/2014,-7,1,2,1,1,2.0,1,6,9,2
08/11/2014,1,2,3,2,2,3.0,2,7,10,-1
08/12/2014,2,3,4,3,3,-1.0,3,8,-1,-2
08/13/2014,3,-1,5,4,4,1.0,4,9,1,-3
08/14/2014,4,-2,6,-1,5,2.0,5,10,-1,1
08/15/2014,5,-3,7,-2,-1,-1.0,6,11,1,2
08/18/2014,6,1,8,-3,1,1.0,7,-1,2,3
08/19/2014,7,2,9,-4,2,2.0,8,-2,3,4
08/20/2014,8,3,10,1,3,3.0,9,-3,4,5
08/21/2014,9,-1,11,2,4,-1.0,-1,-4,5,6
08/22/2014,10,-2,12,-1,5,-2.0,-2,1,6,7
08/25/2014,11,1,13,-2,6,1.0,1,2,-1,-1
08/26/2014,-1,2,-1,1,7,2.0,2,3,-2,-2
08/27/2014,1,3,-2,2,8,-1.0,3,4,-3,-3
08/28/2014,2,4,-3,3,-1,-2.0,4,5,-4,-4
08/29/2014,3,5,1,4,-2,1.0,-1,6,1,-5
09/02/2014,4,-1,-1,5,-3,2.0,1,7,-1,1
09/03/2014,-1,-2,-2,6,-4,3.0,-1,8,1,2
09/04/2014,-2,-3,1,-1,-5,4.0,1,9,-1,3
09/05/2014,-3,1,2,1,1,5.0,2,-1,-2,4
09/08/2014,-4,2,3,-1,2,6.0,-1,1,-3,-1
09/09/2014,-5,-1,4,-2,3,-1.0,-2,-1,-4,-2
09/10/2014,1,-2,5,1,4,1.0,-3,1,-5,-3
09/11/2014,2,-3,6,2,5,2.0,-4,2,-6,-4
09/12/2014,3,-4,7,3,-1,3.0,-5,-1,-7,-5
09/15/2014,4,-5,-1,-1,-2,-1.0,-6,-2,-8,-6
09/16/2014,-1,-6,1,1,1,-2.0,-7,-3,-9,1
09/17/2014,1,-7,-1,2,2,1.0,-8,-4,-10,2
09/18/2014,2,1,1,3,3,2.0,-9,-5,1,3
09/19/2014,-1,2,2,4,-1,3.0,1,-6,-1,4
09/22/2014,-2,-1,3,-1,1,-1.0,-1,-7,-2,-1
09/23/2014,1,-2,-1,-2,-1,1.0,-2,-8,-3,-2
09/24/2014,-1,1,1,1,1,2.0,1,-9,-4,-3
09/25/2014,-2,-1,-1,-1,-1,-1.0,-1,-10,-5,-4
09/26/2014,1,1,-2,1,-2,1.0,-2,-11,-6,-5
09/29/2014,-1,2,-3,2,-3,2.0,-3,-12,-7,-6
09/30/2014,1,3,-4,3,-4,3.0,-4,-13,-8,-7
10/01/2014,-1,-1,-5,-1,-5,-1.0,-5,-14,-9,-8
10/02/2014,-2,-2,-6,1,-6,-2.0,-6,1,-10,-9
10/03/2014,-3,1,1,2,1,-3.0,1,2,-11,-10
10/06/2014,-4,-1,2,-1,2,1.0,2,3,-12,-11
10/07/2014,-5,-2,-1,-2,-1,-1.0,-1,4,-13,-12
10/08/2014,1,1,1,-3,1,1.0,1,5,-14,-13
10/09/2014,2,-1,-1,-4,-1,-1.0,-1,-1,-15,-14
10/10/2014,3,-2,-2,-5,-2,-2.0,-2,-2,-16,-15
10/13/2014,-1,-3,-3,-6,-3,-3.0,-3,-3,-17,-16
10/14/2014,-2,-4,-4,-7,-4,-4.0,-4,-4,-18,-17
10/15/2014,-3,-5,-5,-8,-5,-5.0,-5,-5,-19,-18
10/16/2014,-4,-6,-6,-9,-6,-6.0,-6,-6,-20,-19
10/17/2014,-5,1,1,1,1,1.0,-7,-7,1,-20
10/20/2014,1,2,2,-1,2,2.0,1,1,-1,-21
10/21/2014,2,3,3,1,3,3.0,2,2,1,1
10/22/2014,3,4,4,2,4,4.0,3,-1,-1,-1
10/23/2014,4,5,5,3,5,5.0,4,1,1,1
10/24/2014,5,6,6,4,6,6.0,-1,2,-1,2
10/27/2014,6,7,7,5,7,7.0,-2,-1,-2,3
10/28/2014,7,8,8,6,8,8.0,-3,1,1,4
10/29/2014,8,9,9,7,9,-1.0,-4,2,2,-1
10/30/2014,9,10,-1,8,10,-2.0,1,3,3,1
10/31/2014,10,-1,1,9,11,-3.0,2,4,4,2
11/03/2014,11,-2,2,10,12,-4.0,3,5,5,3
11/04/2014,12,1,3,11,-1,1.0,4,-1,6,-1
11/05/2014,13,2,4,12,-2,-1.0,-1,-2,-1,-2
11/06/2014,14,3,5,13,-3,1.0,-2,1,-2,-3
11/07/2014,15,4,6,14,-4,2.0,1,2,-3,1
11/10/2014,16,5,7,15,-5,-1.0,2,3,-4,2
11/11/2014,17,6,8,16,-6,-2.0,3,4,-5,3
11/12/2014,18,7,9,-1,-7,-3.0,4,5,-6,4
11/13/2014,19,8,10,1,1,-4.0,5,6,-7,5
11/14/2014,20,9,11,2,2,1.0,6,7,-8,6
11/17/2014,21,-1,12,3,-1,-1.0,7,8,1,7
11/18/2014,22,-2,-1,4,1,-2.0,8,9,-1,-1
11/19/2014,23,1,-2,5,-1,-3.0,9,-1,-2,-2
11/20/2014,24,2,-3,6,-2,-4.0,10,-2,1,-3
11/21/2014,25,3,-4,7,1,-5.0,11,-3,2,-4
11/24/2014,26,4,-5,8,2,1.0,12,-4,3,-5
11/25/2014,27,5,-6,9,3,2.0,13,1,4,-6
11/26/2014,28,-1,-7,10,4,3.0,14,2,5,-7
11/28/2014,29,1,1,11,5,4.0,15,-1,-1,-8
12/01/2014,-1,2,2,12,-1,-1.0,-1,-2,-2,-9
12/02/2014,-2,-1,3,13,1,-2.0,-2,-3,-3,-10
12/03/2014,-3,1,-1,14,2,-3.0,-3,-4,1,-11
12/04/2014,-4,2,1,15,3,-4.0,-4,-5,-1,-12
12/05/2014,-5,3,-1,-1,4,1.0,-5,-6,-2,-13
12/08/2014,-6,4,-2,-2,-1,2.0,-6,-7,-3,-14
12/09/2014,-7,5,-3,-3,-2,3.0,-7,-8,-4,1
12/10/2014,-8,-1,-4,-4,-3,-1.0,-8,-9,-5,-1
12/11/2014,-9,1,-5,-5,-4,1.0,-9,-10,-6,-2
12/12/2014,-10,2,-6,-6,-5,2.0,-10,-11,-7,-3
12/15/2014,-11,-1,-7,-7,-6,-1.0,-11,-12,-8,-4
12/16/2014,-12,-2,-8,-8,-7,-2.0,-12,-13,-9,-5
12/17/2014,1,-3,-9,1,1,-3.0,-13,1,1,-6
12/18/2014,2,-4,1,2,2,1.0,-14,2,2,1
12/19/2014,3,-5,2,3,3,2.0,1,3,3,2
12/22/2014,4,1,3,4,4,3.0,2,4,4,3
12/23/2014,5,2,4,5,5,4.0,3,5,5,4
12/24/2014,-1,3,5,6,6,5.0,-1,6,6,5
12/26/2014,1,4,-1,7,7,6.0,1,7,7,-1
12/29/2014,2,5,-2,8,8,-1.0,2,8,8,1
12/30/2014,-1,6,-3,9,9,-2.0,3,-1,-1,2
12/31/2014,-2,7,-4,-1,-1,-3.0,4,-2,1,-1
01/02/2015,-3,-1,-5,-2,-2,-4.0,-1,-3,2,1
01/05/2015,-4,-2,-6,-3,-3,-5.0,-2,-4,-1,2
01/06/2015,-5,-3,-7,-4,-4,-6.0,-3,-5,-2,-1
01/07/2015,-6,1,-8,-5,1,-7.0,-4,-6,-3,-2
01/08/2015,1,2,1,1,2,1.0,-5,-7,-4,-3
01/09/2015,2,-1,2,2,3,2.0,-6,-8,1,-4
01/12/2015,-1,-2,-1,3,-1,-1.0,-7,-9,2,-5
01/13/2015,1,1,-2,4,-2,-2.0,-8,-10,3,-6
01/14/2015,-1,-1,-3,5,-3,-3.0,-9,-11,-1,-7
01/15/2015,-2,-2,-4,-1,-4,-4.0,-10,-12,-2,-8
01/16/2015,-3,1,1,-2,-5,-5.0,-11,-13,-3,1
01/20/2015,1,2,2,1,1,1.0,-12,-14,-4,2
01/21/2015,2,3,-1,-1,-1,2.0,1,1,1,-1
01/22/2015,3,4,1,1,-2,3.0,2,2,2,1
01/23/2015,4,5,2,2,1,4.0,3,3,3,2
01/26/2015,5,6,3,-1,2,5.0,4,4,4,3
01/27/2015,-1,7,-1,-2,-1,-1.0,-1,5,5,-1
01/28/2015,1,8,-2,-3,-2,-2.0,-2,-1,6,-2
01/29/2015,2,9,-3,-4,-3,1.0,1,1,7,-3
01/30/2015,3,-1,-4,-5,-4,-1.0,2,2,-1,-4
02/02/2015,4,1,-5,-6,-5,-2.0,3,3,1,-5
02/03/2015,5,2,-6,1,1,-3.0,4,4,2,1
02/04/2015,6,3,1,-1,2,-4.0,5,5,3,-1
02/05/2015,7,4,2,1,3,-5.0,6,6,4,1
02/06/2015,-1,5,3,2,-1,-6.0,7,7,5,2
02/09/2015,1,-1,4,3,1,-7.0,8,8,6,3
02/10/2015,2,1,5,4,2,1.0,9,-1,7,4
02/11/2015,3,2,-1,-1,3,2.0,10,-2,8,5
02/12/2015,4,3,1,1,4,3.0,11,-3,9,-1
02/13/2015,5,4,2,2,5,-1.0,12,-4,10,-2
02/17/2015,6,5,3,3,6,-2.0,-1,-5,11,-3
02/18/2015,7,6,4,4,7,1.0,-2,-6,-1,-4
02/19/2015,8,7,5,5,8,2.0,1,1,-2,-5
02/20/2015,9,8,6,6,9,3.0,2,2,-3,-6
02/23/2015,10,9,7,7,-1,4.0,3,-1,-4,-7
02/24/2015,11,10,8,8,1,-1.0,-1,-2,1,-8
