Date,AAPL,SBUX,MSFT,CSCO,QCOM,FB,AMZN,TSLA,AMD,ZNGA
05/29/2019,-17,-7,-4,-5,-9,-1.0,-1,-16,2,2
05/30/2019,-18,1,-5,-6,-10,1.0,-2,-17,3,3
05/31/2019,-19,2,-6,-7,-11,-1.0,-3,-18,-1,4
06/03/2019,-20,3,-7,-8,-12,-2.0,-4,-19,-2,-1
06/04/2019,1,4,1,1,1,-3.0,-5,1,1,1
06/05/2019,2,5,2,2,-1,-4.0,-6,2,2,2
06/06/2019,3,6,3,3,1,-5.0,1,3,3,3
06/07/2019,4,7,4,4,2,1.0,2,4,4,4
06/10/2019,5,8,5,5,3,2.0,3,5,5,-1
06/11/2019,6,9,6,6,4,3.0,4,6,6,-2
06/12/2019,7,10,7,-1,-1,4.0,5,-1,7,-3
06/13/2019,8,11,8,1,1,5.0,6,1,-1,-4
06/14/2019,-1,12,9,-1,-1,6.0,7,2,-2,-5
06/17/2019,1,-1,10,-2,-2,7.0,8,3,-3,-6
06/18/2019,2,-2,11,1,1,8.0,9,4,1,-7
06/19/2019,3,1,12,2,2,9.0,10,5,2,-8
06/20/2019,4,2,13,3,3,10.0,11,-1,-1,-9
06/21/2019,5,-1,14,4,4,11.0,12,1,-2,-10
06/24/2019,6,-2,15,5,5,12.0,13,2,-3,-11
06/25/2019,-1,1,-1,-1,6,-1.0,-1,-1,-4,-12
06/26/2019,1,-1,-2,1,7,-2.0,1,-2,1,-13
06/27/2019,2,-2,-3,-1,8,1.0,2,1,2,1
06/28/2019,-1,1,-4,-2,9,2.0,-1,2,3,2
07/01/2019,1,2,1,-3,10,3.0,1,3,4,3
07/02/2019,2,3,2,1,11,4.0,2,4,5,4
07/03/2019,3,4,3,2,12,5.0,3,5,6,5
07/05/2019,4,5,4,3,13,6.0,4,6,7,6
07/08/2019,-1,6,5,4,14,7.0,5,-1,8,-1
07/09/2019,-2,7,-1,5,-1,8.0,6,-2,9,1
07/10/2019,1,8,1,6,-2,9.0,7,1,10,2
07/11/2019,-1,9,2,7,-3,10.0,8,2,11,3
07/12/2019,1,10,3,8,1,11.0,9,3,12,4
07/15/2019,2,11,4,9,2,12.0,10,4,13,5
07/16/2019,3,12,-1,10,3,13.0,11,5,14,6
07/17/2019,-1,13,-2,-1,4,-1.0,-1,6,-1,-1
07/18/2019,1,14,-3,1,-1,-2.0,-2,7,-2,1
07/19/2019,-1,-1,-4,-1,-2,-3.0,-3,8,-3,2
07/22/2019,1,1,1,1,1,1.0,1,9,-4,3
07/23/2019,2,-1,2,2,-1,2.0,2,10,1,-1
07/24/2019,3,1,3,-1,1,3.0,3,11,2,1
07/25/2019,-1,2,4,-2,2,-1.0,-1,-1,3,2
07/26/2019,1,3,5,-3,-1,-2.0,-2,-2,4,3
07/29/2019,2,4,6,1,-2,-3.0,-3,-3,-1,4
07/30/2019,3,5,-1,-1,-3,-4.0,-4,1,1,5
07/31/2019,4,-1,-2,-2,-4,-5.0,-5,2,-1,-1
08/01/2019,-1,-2,-3,-3,-5,-6.0,-6,-1,-2,-2
08/02/2019,-2,1,-4,-4,-6,-7.0,-7,-2,-3,-3
08/05/2019,-3,-1,-5,-5,-7,-8.0,-8,-3,-4,-4
08/06/2019,-4,1,-6,-6,-8,-9.0,-9,-4,-5,-5
08/07/2019,-5,2,1,-7,-9,-10.0,-10,1,-6,-6
08/08/2019,1,3,2,1,1,1.0,1,2,1,1
08/09/2019,-1,4,3,-1,2,2.0,-1,3,2,-1
08/12/2019,-2,-1,-1,-2,-1,-1.0,-2,-1,3,-2
08/13/2019,1,1,1,1,1,1.0,1,1,-1,-3
08/14/2019,-1,-1,-1,-1,-1,-1.0,-1,-1,-2,-4
08/15/2019,-2,-2,-2,-2,1,-2.0,-2,-2,-3,-5
08/16/2019,1,1,1,-3,2,1.0,1,-3,1,-6
08/19/2019,2,2,2,1,3,2.0,2,1,2,-7
08/20/2019,3,-1,3,-1,4,-1.0,3,2,-1,1
08/21/2019,4,1,4,1,5,-2.0,4,-1,1,2
08/22/2019,5,2,5,-1,6,-3.0,-1,-2,2,-1
08/23/2019,-1,-1,-1,-2,-1,-4.0,-2,-3,-1,-2
08/26/2019,-2,1,-2,-3,-2,-5.0,-3,-4,-2,-3
08/27/2019,-3,2,-3,-4,-3,1.0,-4,-5,-3,1
08/28/2019,-4,3,-4,-5,1,2.0,-5,-6,1,2
08/29/2019,1,4,1,1,2,3.0,1,1,2,3
08/30/2019,2,-1,2,-1,3,4.0,2,2,3,-1
09/03/2019,-1,-2,-1,-2,-1,-1.0,3,3,-1,-2
09/04/2019,1,-3,1,1,1,1.0,4,-1,-2,-3
09/05/2019,2,-4,2,2,2,2.0,5,1,1,-4
09/06/2019,3,-5,3,3,3,3.0,6,2,-1,1
09/09/2019,4,-6,-1,4,4,4.0,7,3,-2,2
09/10/2019,5,-7,-2,5,5,-1.0,-1,4,-3,-1
09/11/2019,6,-8,-3,6,6,1.0,1,5,-4,1
09/12/2019,7,-9,1,7,7,-1.0,2,6,-5,2
09/13/2019,-1,-10,2,8,-1,-2.0,3,7,1,3
09/16/2019,1,-11,-1,9,-2,-3.0,-1,8,2,4
09/17/2019,2,1,1,-1,1,1.0,-2,9,3,5
09/18/2019,3,2,2,-2,2,2.0,-3,-1,-1,6
09/19/2019,-1,3,3,-3,-1,3.0,1,1,-2,7
09/20/2019,-2,-1,4,1,-2,4.0,-1,-1,-3,8
09/23/2019,-3,1,-1,-1,-3,-1.0,-2,-2,1,9
09/24/2019,-4,-1,-2,-2,-4,-2.0,-3,-3,-1,-1
09/25/2019,1,-2,1,1,1,-3.0,-4,-4,-2,-2
09/26/2019,2,-3,2,-1,2,-4.0,-5,1,-3,-3
09/27/2019,-1,-4,-1,-2,-1,-5.0,-6,2,-4,-4
09/30/2019,1,-5,1,1,-2,-6.0,-7,3,-5,-5
10/01/2019,2,-6,-1,-1,-3,-7.0,-8,4,-6,-6
10/02/2019,-1,-7,-2,-2,-4,-8.0,-9,5,-7,-7
10/03/2019,-2,-8,-3,-3,1,1.0,-10,-1,-8,1
10/04/2019,1,1,1,1,2,2.0,1,-2,1,2
10/07/2019,2,2,-1,2,3,3.0,2,1,2,3
10/08/2019,-1,-1,-2,-1,-1,-1.0,-1,2,-1,4
10/09/2019,1,1,1,-2,-2,1.0,1,3,-2,5
10/10/2019,2,2,2,-3,1,2.0,-1,4,-3,6
10/11/2019,3,3,3,-4,2,3.0,1,5,1,7
10/14/2019,4,4,4,-5,3,4.0,2,6,2,8
10/15/2019,5,5,5,-6,4,5.0,3,7,3,9
10/16/2019,6,6,6,1,5,6.0,4,8,4,10
10/17/2019,7,-1,-1,2,6,7.0,5,9,5,11
10/18/2019,8,-2,-2,-1,-1,-1.0,-1,-1,6,12
10/21/2019,9,-3,-3,1,1,1.0,1,-2,7,13
10/22/2019,10,-4,-4,2,2,-1.0,-1,-3,8,-1
10/23/2019,11,-5,-5,-1,-1,1.0,-2,-4,-1,-2
10/24/2019,12,-6,1,-2,1,2.0,1,1,1,1
10/25/2019,13,-7,2,1,2,3.0,-1,2,2,2
10/28/2019,14,1,3,2,3,4.0,1,3,3,3
10/29/2019,-1,2,4,3,4,5.0,-1,4,4,-1
10/30/2019,-2,3,5,4,5,-1.0,1,5,5,1
10/31/2019,1,4,6,5,-1,1.0,2,6,6,2
11/01/2019,2,-1,7,-1,1,2.0,3,-1,7,3
11/04/2019,3,-2,8,1,2,3.0,4,1,8,4
11/05/2019,4,-3,9,2,3,4.0,5,2,9,5
11/06/2019,5,1,-1,3,4,-1.0,6,3,10,6
11/07/2019,6,-1,1,4,5,-2.0,-1,4,11,-1
11/08/2019,7,-2,2,5,6,-3.0,-2,5,12,1
11/11/2019,8,1,3,-1,7,-4.0,-3,6,13,2
11/12/2019,9,2,4,1,8,1.0,-4,7,14,3
11/13/2019,10,3,5,2,-1,2.0,-5,8,15,4
11/14/2019,11,4,6,-1,-2,3.0,-6,9,16,5
11/15/2019,12,5,7,-2,1,4.0,-7,10,17,-1
11/18/2019,13,6,8,-3,-1,5.0,-8,11,18,-2
11/19/2019,14,-1,9,-4,-2,6.0,-9,12,19,1
11/20/2019,-1,-2,10,-5,-3,7.0,-10,-1,20,-1
11/21/2019,-2,-3,-1,-6,-4,8.0,-11,1,-1,-2
11/22/2019,-3,-4,1,-7,-5,9.0,1,-1,-2,-3
11/25/2019,1,1,2,1,-6,10.0,2,-2,1,1
11/26/2019,2,2,3,2,-7,11.0,3,-3,-1,2
11/27/2019,3,3,4,-1,-8,12.0,4,-4,-2,3
11/29/2019,4,4,-1,1,-9,13.0,5,-5,-3,4
12/02/2019,-1,-1,-2,-1,-10,-1.0,-1,1,-4,-1
12/03/2019,-2,1,-3,-2,-11,-2.0,-2,2,-5,-2
12/04/2019,-3,2,-4,-3,-12,-3.0,-3,-1,1,1
12/05/2019,1,-1,-5,-4,1,1.0,-4,-2,2,2
12/06/2019,2,1,1,-5,2,2.0,-5,1,3,3
12/09/2019,3,2,2,-6,3,3.0,-6,2,-1,-1
12/10/2019,4,3,3,1,4,4.0,-7,3,1,-2
12/11/2019,5,4,4,2,5,5.0,1,4,2,-3
12/12/2019,6,5,5,3,6,-1.0,2,5,3,1
12/13/2019,7,6,6,4,7,-2.0,3,6,4,2
12/16/2019,8,7,7,5,8,1.0,4,7,5,3
12/17/2019,9,8,8,6,9,2.0,5,8,6,4
12/18/2019,10,-1,9,7,10,3.0,6,9,7,5
12/19/2019,11,1,10,8,11,4.0,7,10,8,6
12/20/2019,12,2,11,9,12,5.0,8,11,9,-1
12/23/2019,13,-1,12,10,13,6.0,9,12,10,1
12/24/2019,14,1,13,11,14,7.0,10,13,11,2
12/26/2019,15,-1,14,12,-1,8.0,11,14,12,3
12/27/2019,16,-2,15,13,1,9.0,12,15,13,-1
12/30/2019,17,-3,-1,-1,-1,-1.0,13,-1,-1,-2
12/31/2019,18,1,-2,1,-2,-2.0,14,-2,1,-3
01/02/2020,19,2,1,2,1,1.0,15,1,2,-4
01/03/2020,20,3,-1,-1,-1,2.0,16,2,3,1
01/06/2020,21,-1,1,-2,-2,3.0,17,3,4,2
01/07/2020,22,-2,-1,-3,1,4.0,18,4,5,3
01/08/2020,23,1,1,-4,2,5.0,-1,5,-1,4
01/09/2020,24,2,2,-5,3,6.0,1,6,1,5
01/10/2020,25,3,3,-6,4,7.0,-1,7,-1,6
01/13/2020,26,4,4,1,5,8.0,1,8,1,7
01/14/2020,27,5,5,2,6,9.0,-1,9,-1,8
01/15/2020,-1,6,6,3,-1,10.0,-2,10,1,9
01/16/2020,1,7,7,4,1,11.0,1,-1,2,10
01/17/2020,2,8,8,5,2,12.0,-1,-2,3,-1
01/21/2020,3,9,9,6,3,13.0,1,1,4,-2
01/22/2020,4,10,-1,7,-1,14.0,2,2,5,-3
01/23/2020,5,11,1,8,-2,-1.0,3,3,6,-4
01/24/2020,6,-1,-1,-1,-3,-2.0,-1,4,-1,-5
01/27/2020,-1,-2,-2,-2,-4,-3.0,-2,-1,-2,-6
01/28/2020,1,-3,1,-3,-5,1.0,-3,1,1,-7
01/29/2020,2,-4,2,-4,-6,2.0,1,2,-1,-8
01/30/2020,3,-5,3,-5,-7,-1.0,2,3,-2,-9
01/31/2020,-1,-6,4,-6,-8,-2.0,3,4,-3,-10
02/03/2020,-2,-7,5,-7,-9,-3.0,4,5,-4,-11
02/04/2020,1,1,6,1,1,1.0,5,6,1,1
02/05/2020,2,2,7,2,2,2.0,6,-1,2,-1
02/06/2020,3,-1,8,3,3,3.0,7,-2,3,1
02/07/2020,-1,-2,9,-1,-1,4.0,8,-3,4,2
02/10/2020,1,1,10,1,-2,5.0,9,1,5,3
02/11/2020,-1,2,11,2,1,-1.0,10,2,6,4
02/12/2020,1,3,12,3,2,1.0,11,3,7,5
02/13/2020,2,4,-1,-1,-1,2.0,12,4,8,6
02/14/2020,3,5,1,-2,-2,3.0,-1,5,9,7
02/18/2020,-1,6,2,-3,-3,4.0,1,6,10,8
02/19/2020,1,7,3,-4,1,5.0,2,7,11,9
02/20/2020,-1,-1,-1,-5,-1,-1.0,-1,8,12,10
02/21/2020,-2,-2,-2,-6,-2,-2.0,-2,9,-1,11
02/24/2020,-3,-3,-3,-7,-3,-3.0,-3,-1,-2,-1
02/25/2020,-4,-4,-4,-8,-4,-4.0,-4,-2,-3,-2
02/26/2020,-5,-5,-5,-9,-5,-5.0,-5,-3,-4,-3
02/27/2020,-6,-6,-6,-10,-6,-6.0,-6,-4,-5,-4
02/28/2020,-7,-7,-7,-11,-7,-7.0,-7,-5,-6,-5
03/02/2020,1,1,1,-12,1,1.0,1,1,1,1
03/03/2020,2,-1,-1,-13,-1,-1.0,-1,2,-1,2
03/04/2020,3,-2,1,1,1,1.0,1,3,1,3
03/05/2020,-1,-3,-1,-1,-1,-1.0,-1,-1,-1,4
03/06/2020,-2,-4,-2,-2,-2,-2.0,-2,-2,1,-1
03/09/2020,-3,-5,-3,-3,-3,-3.0,-3,-3,-1,-2
03/10/2020,1,1,1,1,1,-4.0,1,-4,-2,-3
03/11/2020,-1,-1,-1,-1,-1,-5.0,-1,-5,-3,-4
03/12/2020,-2,-2,-2,-2,-2,-6.0,-2,-6,-4,-5
03/13/2020,1,1,1,1,1,1.0,1,-7,1,1
03/16/2020,-1,-1,-1,-1,-1,-1.0,-1,-8,-1,-1
03/17/2020,-2,-2,1,-2,-2,-2.0,1,-9,1,-2
03/18/2020,-3,-3,-1,1,-3,-3.0,2,-10,-1,1
03/19/2020,-4,1,-2,2,-4,1.0,3,-11,-2,2
03/20/2020,-5,-1,-3,-1,-5,-1.0,4,-12,-3,-1
03/23/2020,-6,-2,-4,-2,-6,-2.0,5,1,1,1
03/24/2020,1,1,1,1,1,1.0,6,2,2,2
03/25/2020,2,2,2,2,-1,2.0,-1,3,3,-1
03/26/2020,3,3,3,3,1,3.0,1,4,4,1
03/27/2020,-1,4,4,4,2,-1.0,-1,5,5,2
03/30/2020,1,5,5,5,3,1.0,1,-1,6,3
03/31/2020,2,-1,6,-1,4,2.0,2,1,-1,4
04/01/2020,-1,-2,-1,-2,-1,-1.0,-1,-1,-2,5
04/02/2020,-2,1,1,1,1,-2.0,-2,-2,-3,-1
04/03/2020,-3,-1,-1,-1,-1,-3.0,-3,-3,-4,-2
04/06/2020,1,1,1,1,1,1.0,1,1,1,1
04/07/2020,2,2,2,2,2,2.0,2,2,2,-1
04/08/2020,3,3,3,3,3,3.0,3,3,3,1
04/09/2020,4,4,4,4,4,4.0,4,4,4,2
04/13/2020,5,5,5,5,5,5.0,5,5,5,3
04/14/2020,6,6,6,6,6,6.0,6,6,6,4
04/15/2020,7,7,7,-1,7,7.0,7,7,7,5
04/16/2020,8,8,8,-2,8,8.0,8,8,8,6
04/17/2020,9,9,9,1,9,9.0,9,9,9,7
04/20/2020,-1,10,10,2,-1,10.0,10,10,10,8
04/21/2020,-2,-1,-1,-1,-2,-1.0,-1,-1,-1,-1
04/22/2020,1,1,1,1,1,1.0,1,1,1,-2
04/23/2020,-1,-1,-1,-1,-1,2.0,2,-1,2,-3
04/24/2020,1,1,1,1,1,3.0,3,1,3,1
04/27/2020,2,2,2,2,2,4.0,-1,2,4,2
04/28/2020,-1,3,-1,3,-1,-1.0,-2,3,-1,-1
04/29/2020,1,-1,1,4,1,1.0,1,4,-2,1
04/30/2020,2,-2,2,-1,2,2.0,2,5,-3,-1
05/01/2020,3,-3,-1,-2,-1,3.0,-1,-1,-4,-2
05/04/2020,4,-4,1,-3,-2,4.0,-2,1,1,1
05/05/2020,5,-5,2,-4,1,5.0,-3,2,-1,2
05/06/2020,6,-6,3,-5,2,6.0,1,3,-2,3
05/07/2020,7,1,4,-6,3,7.0,2,4,-3,-1
05/08/2020,8,2,5,1,4,8.0,3,5,1,1
05/11/2020,9,3,6,2,5,9.0,4,6,2,2
05/12/2020,10,-1,-1,3,-1,-1.0,-1,7,-1,-1
05/13/2020,-1,-2,-2,-1,-2,-2.0,-2,-1,-2,-2
05/14/2020,1,-3,-3,1,1,-3.0,1,1,1,1
05/15/2020,-1,-4,1,2,-1,1.0,2,-1,2,2
05/18/2020,1,1,2,3,1,2.0,3,1,3,3
05/19/2020,2,2,3,4,-1,3.0,4,2,4,4
05/20/2020,3,3,4,5,1,4.0,5,3,5,5
05/21/2020,4,4,-1,-1,-1,5.0,-1,4,-1,6
05/22/2020,5,5,-2,1,-2,6.0,-2,-1,1,7
05/26/2020,-1,6,-3,2,-3,7.0,-3,1,-1,-1
05/27/2020,1,7,-4,3,1,-1.0,-4,2,-2,-2
05/28/2020,2,8,-5,4,-1,-2.0,-5,-1,-3,-3
05/29/2020,3,-1,1,5,1,-3.0,1,1,1,1
06/01/2020,4,1,2,-1,2,1.0,2,2,2,2
06/02/2020,5,-1,3,1,3,2.0,3,3,3,3
06/03/2020,6,1,4,2,4,-1.0,4,4,-1,4
06/04/2020,-1,2,-1,3,5,-2.0,-1,-1,-2,-1
06/05/2020,1,3,1,4,6,1.0,1,1,1,-2
06/08/2020,2,4,2,5,7,2.0,2,2,-1,1
06/09/2020,3,5,3,6,8,3.0,3,3,1,2
06/10/2020,4,-1,4,-1,9,4.0,4,4,2,3
06/11/2020,-1,-2,-1,-2,-1,-1.0,-1,5,-1,-1
06/12/2020,-2,-3,-2,-3,-2,-2.0,-2,-1,-2,-2
06/15/2020,1,-4,1,-4,-3,1.0,1,1,1,-3
06/16/2020,2,1,2,1,1,2.0,2,2,2,-4
06/17/2020,3,-1,3,2,2,3.0,3,3,3,1
06/18/2020,4,-2,4,-1,3,4.0,4,4,-1,2
06/19/2020,5,-3,5,-2,-1,5.0,5,5,-2,3
06/22/2020,6,-4,6,-3,1,6.0,6,-1,1,4
06/23/2020,7,-5,7,-4,2,7.0,7,1,-1,5
06/24/2020,8,-6,-1,-5,-1,-1.0,8,-1,-2,6
06/25/2020,9,-7,1,1,-2,-2.0,9,1,-3,7
06/26/2020,-1,-8,-1,2,-3,-3.0,-1,-1,-4,8
06/29/2020,1,1,1,3,1,-4.0,-2,1,-5,9
06/30/2020,2,2,2,4,2,1.0,1,2,1,-1
07/01/2020,3,3,3,-1,3,2.0,2,3,2,1
07/02/2020,4,4,4,-2,4,3.0,3,4,3,-1
07/06/2020,5,5,5,1,5,4.0,4,5,4,1
07/07/2020,6,-1,6,-1,6,5.0,5,6,5,2
07/08/2020,7,-2,7,-2,7,6.0,6,7,6,3
07/09/2020,8,-3,8,1,8,7.0,7,8,7,4
07/10/2020,9,1,9,2,-1,8.0,8,9,8,5
07/13/2020,10,-1,-1,-1,-2,-1.0,-1,10,-1,-1
07/14/2020,11,-2,-2,1,1,-2.0,-2,11,1,-2
07/15/2020,12,1,-3,2,2,-3.0,-3,12,2,-3
07/16/2020,-1,2,-4,-1,-1,1.0,-4,-1,3,-4
07/17/2020,-2,-1,-5,1,1,2.0,-5,-2,4,-5
07/20/2020,1,1,1,2,2,3.0,1,1,5,1
07/21/2020,-1,2,2,3,-1,-1.0,2,2,6,2
07/22/2020,1,3,3,4,1,-2.0,-1,3,7,3
07/23/2020,-1,-1,-1,5,-1,-3.0,-2,-1,8,-1
07/24/2020,-2,1,-2,-1,-2,-4.0,-3,-2,9,-2
07/27/2020,1,2,-3,1,1,-5.0,1,1,10,1
07/28/2020,-1,-1,-4,-1,2,-6.0,-1,-1,11,-1
07/29/2020,1,1,1,1,3,1.0,1,1,12,1
07/30/2020,2,2,2,-1,4,2.0,2,-1,13,2
07/31/2020,3,3,3,1,5,3.0,3,-2,14,3
08/03/2020,4,-1,4,2,6,4.0,4,1,15,4
08/04/2020,5,-2,5,3,7,5.0,5,2,16,5
08/05/2020,6,1,6,4,8,6.0,6,3,17,6
08/06/2020,7,-1,7,5,9,7.0,7,4,18,-1
08/07/2020,8,1,-1,-1,-1,8.0,-1,-1,19,-2
08/10/2020,9,2,-2,1,-2,9.0,-2,-2,-1,-3
08/11/2020,-1,3,-3,-1,1,-1.0,-3,-3,-2,-4
08/12/2020,1,4,1,1,2,1.0,1,1,1,-5
08/13/2020,2,5,2,-1,3,2.0,2,2,2,-6
08/14/2020,3,-1,3,-2,4,3.0,-1,3,-1,1
08/17/2020,4,1,4,-3,-1,4.0,1,4,1,2
08/18/2020,5,2,5,-4,-2,5.0,2,5,-1,3
08/19/2020,6,-1,-1,-5,-3,6.0,3,6,-2,-1
08/20/2020,7,-2,1,-6,-4,7.0,4,7,1,1
08/21/2020,8,-3,2,-7,1,8.0,5,8,2,-1
08/24/2020,9,1,3,-8,2,9.0,6,9,3,-2
08/25/2020,10,2,4,-9,3,10.0,7,10,4,-3
08/26/2020,11,3,5,1,4,11.0,8,11,5,-4
08/27/2020,12,4,6,2,5,12.0,9,12,-1,-5
08/28/2020,13,5,7,-1,6,13.0,10,13,1,-6
08/31/2020,14,6,8,1,7,14.0,11,14,2,-7
09/01/2020,15,7,9,-1,8,15.0,12,15,3,-8
09/02/2020,16,8,10,1,9,16.0,13,-1,4,-9
09/03/2020,-1,9,-1,-1,-1,-1.0,-1,-2,-1,1
09/04/2020,-2,10,-2,-2,-2,-2.0,-2,-3,-2,-1
09/08/2020,-3,-1,-3,-3,-3,-3.0,-3,-4,-3,-2
09/09/2020,-4,-2,-4,-4,-4,-4.0,-4,-5,-4,-3
09/10/2020,-5,-3,-5,-5,-5,-5.0,-5,-6,-5,-4
09/11/2020,-6,-4,-6,-6,-6,-6.0,-6,-7,-6,-5
09/14/2020,1,1,-7,1,-7,-7.0,-7,1,-7,-6
09/15/2020,2,2,1,2,1,1.0,1,2,1,1
09/16/2020,-1,3,-1,3,-1,-1.0,-1,3,-1,-1
09/17/2020,-2,-1,-2,-1,1,-2.0,-2,-1,-2,-2
09/18/2020,-3,-2,-3,-2,-1,-3.0,-3,1,-3,1
09/21/2020,-4,-3,-4,-3,-2,-4.0,-4,2,1,2
09/22/2020,1,-4,1,-4,1,1.0,1,-1,2,3
09/23/2020,-1,-5,-1,-5,-1,-1.0,-1,-2,-1,4
09/24/2020,-2,-6,1,-6,1,-2.0,-2,-3,-2,5
09/25/2020,1,1,2,-7,2,1.0,1,1,1,6
09/28/2020,2,2,3,1,3,2.0,2,2,2,7
09/29/2020,3,3,4,2,4,3.0,3,3,3,8
09/30/2020,4,4,5,3,5,4.0,4,4,4,9
10/01/2020,5,5,6,-1,6,5.0,5,5,5,10
10/02/2020,-1,6,-1,-2,-1,-1.0,-1,-1,-1,11
10/05/2020,1,7,1,-3,1,1.0,1,1,1,12
10/06/2020,-1,-1,-1,-4,2,-1.0,-1,-1,2,13
10/07/2020,1,1,1,1,3,-2.0,1,1,3,14
10/08/2020,2,2,2,2,4,1.0,2,2,4,-1
10/09/2020,3,3,3,3,5,2.0,3,3,-1,-2
10/12/2020,4,4,4,4,6,3.0,4,4,-2,-3
10/13/2020,5,5,5,-1,7,4.0,5,5,1,1
10/14/2020,6,-1,6,1,8,5.0,6,6,-1,-1
10/15/2020,7,-2,7,2,9,-1.0,-1,7,-2,-2
10/16/2020,-1,-3,8,3,10,-2.0,-2,-1,-3,-3
10/19/2020,-2,-4,-1,-1,11,-3.0,-3,-2,-4,-4
10/20/2020,-3,1,-2,-2,-1,1.0,-4,-3,-5,-5
10/21/2020,-4,-1,-3,-3,1,2.0,-5,-4,-6,1
10/22/2020,-5,1,-4,-4,-1,3.0,-6,-5,-7,2
10/23/2020,-6,2,1,-5,1,4.0,-7,-6,1,3
10/26/2020,-7,3,-1,-6,-1,-1.0,1,-7,2,4
10/27/2020,1,4,-2,-7,-2,1.0,2,1,-1,5
10/28/2020,-1,-1,-3,-8,-3,-1.0,-1,-1,-2,6
10/29/2020,1,-2,-4,-9,1,1.0,1,-2,-3,-1
