Date,AAPL,SBUX,MSFT,CSCO,QCOM,FB,AMZN,TSLA,AMD,ZNGA
10/30/2020,-1,-3,-5,-10,-1,-1.0,-1,-3,-4,-2
11/02/2020,-2,-4,-6,-11,-2,-2.0,-2,-4,-5,1
11/03/2020,-3,1,1,1,1,-3.0,-3,1,1,2
11/04/2020,1,2,2,2,2,1.0,1,2,2,3
11/05/2020,2,3,3,3,3,2.0,2,3,3,-1
11/06/2020,3,4,4,4,4,3.0,3,4,4,-2
11/09/2020,-1,5,-1,5,5,-1.0,-1,-1,5,-3
11/10/2020,-2,6,-2,6,6,-2.0,-2,-2,-1,-4
11/11/2020,1,7,1,7,7,-3.0,-3,-3,1,-5
11/12/2020,2,-1,-1,8,8,-4.0,-4,-4,2,-6
11/13/2020,3,1,1,9,9,1.0,1,-5,3,-7
11/16/2020,4,2,2,10,10,2.0,2,-6,4,-8
11/17/2020,5,3,-1,11,11,-1.0,3,1,5,-9
11/18/2020,-1,4,-2,12,12,-2.0,-1,2,-1,-10
11/19/2020,-2,5,-3,-1,13,-3.0,-2,3,1,1
11/20/2020,-3,-1,-4,-2,-1,-4.0,-3,4,2,2
11/23/2020,-4,-2,-5,1,-2,-5.0,-4,5,3,3
11/24/2020,-5,1,1,2,1,1.0,1,6,4,-1
11/25/2020,1,2,2,3,-1,2.0,2,7,5,-2
11/27/2020,2,3,3,4,-2,3.0,3,8,6,1
11/30/2020,3,-1,4,5,1,4.0,4,9,7,2
12/01/2020,4,1,5,6,2,5.0,5,10,8,3
12/02/2020,5,2,6,7,3,6.0,6,-1,9,4
12/03/2020,6,3,-1,8,4,-1.0,-1,1,10,5
12/04/2020,7,4,-2,9,5,-2.0,-2,2,11,6
12/07/2020,8,5,-3,10,6,1.0,-3,3,12,7
12/08/2020,9,6,1,11,7,2.0,1,4,-1,8
12/09/2020,-1,-1,-1,12,-1,-1.0,-1,-1,-2,-1
12/10/2020,1,1,-2,-1,-2,-2.0,-2,1,-3,-2
12/11/2020,-1,2,1,-2,-3,-3.0,-3,-1,-4,1
12/14/2020,-2,3,2,-3,-4,-4.0,1,1,1,2
12/15/2020,1,4,3,1,-5,-5.0,2,2,2,3
12/16/2020,2,-1,4,2,1,-6.0,3,-1,3,4
12/17/2020,3,-2,5,3,2,-7.0,4,1,4,5
12/18/2020,-1,-3,6,4,-1,1.0,-1,2,-1,6
12/21/2020,1,-4,7,-1,-2,-1.0,1,-1,-2,7
12/22/2020,2,-5,8,-2,-3,-2.0,2,-2,-3,8
12/23/2020,3,-6,-1,-3,-4,-3.0,-1,-3,-4,9
12/24/2020,4,-7,1,-4,1,-4.0,-2,1,-5,10
12/28/2020,5,1,2,1,-1,1.0,1,2,-6,-1
12/29/2020,6,2,3,-1,1,2.0,2,3,-7,-2
12/30/2020,-1,3,-1,-2,2,-1.0,3,4,1,-3
12/31/2020,-2,4,-2,1,3,-2.0,-1,5,-1,1
01/04/2021,-3,-1,-3,-1,-1,-3.0,-2,6,1,-1
01/05/2021,-4,-2,-4,-2,1,-4.0,-3,7,2,1
01/06/2021,-5,1,-5,1,2,-5.0,-4,8,-1,-1
01/07/2021,1,-1,1,2,3,1.0,-5,9,1,1
01/08/2021,2,1,2,3,4,-1.0,1,10,2,2
01/11/2021,-1,2,-1,4,5,-2.0,-1,-1,3,-1
01/12/2021,-2,-1,-2,5,-1,-3.0,-2,1,4,-2
01/13/2021,1,-2,-3,6,1,-4.0,1,2,-1,1
01/14/2021,-1,-3,-4,-1,2,-5.0,-1,3,-2,2
01/15/2021,-2,-4,-5,1,-1,-6.0,-2,-1,-3,-1
01/19/2021,-3,-5,1,-1,1,1.0,-3,1,-4,1
01/20/2021,1,1,2,1,2,2.0,1,2,-5,2
01/21/2021,2,2,3,-1,3,3.0,2,3,1,3
01/22/2021,3,-1,4,-2,-1,4.0,3,4,2,4
01/25/2021,4,-2,5,-3,1,5.0,4,5,3,-1
01/26/2021,5,1,6,1,-1,6.0,5,6,4,1
01/27/2021,6,-1,7,2,-2,-1.0,-1,-1,-1,-1
01/28/2021,-1,-2,8,-1,-3,-2.0,-2,-2,-2,-2
01/29/2021,-2,-3,-1,-2,-4,-3.0,-3,-3,-3,-3
02/01/2021,-3,-4,1,1,1,-4.0,1,1,-4,1
02/02/2021,-4,1,2,2,2,1.0,2,2,1,2
02/03/2021,-5,2,3,3,3,2.0,-1,3,-1,3
02/04/2021,1,3,4,4,-1,3.0,1,-1,-2,4
02/05/2021,2,4,5,5,-2,4.0,2,1,-3,5
02/08/2021,3,5,6,6,-3,-1.0,-1,2,1,6
02/09/2021,-1,6,7,7,-4,1.0,-2,-1,2,7
02/10/2021,-2,7,8,-1,-5,2.0,-3,-2,3,8
02/11/2021,-3,8,9,-2,-6,3.0,-4,-3,4,9
02/12/2021,-4,-1,10,-3,1,4.0,-5,-4,5,10
02/16/2021,-5,1,-1,-4,-1,5.0,-6,-5,-1,11
02/17/2021,-6,-1,1,-5,-2,6.0,1,-6,-2,12
02/18/2021,-7,-2,-1,-6,-3,-1.0,2,-7,-3,13
02/19/2021,-8,-3,-2,-7,-4,-2.0,-1,-8,-4,14
02/22/2021,-9,-4,-3,-8,-5,-3.0,-2,-9,-5,-1
02/23/2021,-10,-5,-4,-9,-6,1.0,-3,-10,-6,-2
02/24/2021,-11,1,-5,-10,1,-1.0,-4,1,1,-3
02/25/2021,-12,2,-6,-11,-1,-2.0,-5,-1,-1,-4
02/26/2021,-13,3,-7,-12,-2,-3.0,-6,-2,-2,-5
03/01/2021,1,4,1,1,1,1.0,1,1,1,1
03/02/2021,2,5,-1,-1,-1,-1.0,-1,-1,-1,2
03/03/2021,-1,-1,-2,-2,-2,-2.0,-2,-2,-2,-1
03/04/2021,-2,-2,-3,-3,-3,-3.0,-3,-3,-3,-2
03/05/2021,-3,-3,1,1,-4,1.0,-4,-4,-4,-3
03/08/2021,-4,-4,-1,2,-5,-1.0,-5,-5,-5,-4
03/09/2021,1,1,1,3,1,1.0,1,1,1,-5
03/10/2021,-1,2,2,4,-1,2.0,2,2,-1,-6
03/11/2021,1,3,3,5,1,3.0,3,3,1,1
03/12/2021,2,4,4,6,2,4.0,4,4,2,-1
03/15/2021,3,5,5,7,3,5.0,5,5,3,1
03/16/2021,4,6,6,8,4,6.0,6,-1,4,2
03/17/2021,5,7,7,9,5,7.0,7,1,5,-1
03/18/2021,-1,-1,-1,-1,-1,8.0,-1,-1,-1,-2
03/19/2021,-2,-2,-2,-2,-2,9.0,1,-2,-2,-3
03/22/2021,1,-3,1,1,1,10.0,2,1,1,-4
03/23/2021,2,-4,2,2,2,11.0,3,-1,-1,-5
03/24/2021,-1,-5,3,-1,-1,-1.0,-1,-2,-2,-6
03/25/2021,-2,1,-1,1,-2,-2.0,-2,-3,-3,-7
03/26/2021,1,2,1,2,1,-3.0,-3,-4,-4,1
03/29/2021,2,3,2,3,2,1.0,1,-5,-5,2
03/30/2021,-1,4,-1,4,-1,2.0,-1,1,-6,3
03/31/2021,1,5,1,5,1,3.0,1,2,1,4
04/01/2021,2,6,2,6,2,4.0,2,3,2,5
04/05/2021,3,7,3,7,3,5.0,3,4,3,6
04/06/2021,4,8,4,-1,4,6.0,4,5,4,7
04/07/2021,5,9,5,-2,5,7.0,5,-1,5,8
04/08/2021,6,10,6,-3,6,8.0,6,1,6,9
04/09/2021,7,11,7,1,7,9.0,7,-1,7,10
04/12/2021,8,12,8,-1,-1,10.0,8,1,-1,11
04/13/2021,9,13,9,-2,-2,-1.0,9,2,-2,12
04/14/2021,10,14,10,-3,-3,-2.0,-1,3,-3,-1
04/15/2021,11,15,11,1,1,1.0,1,4,1,1
04/16/2021,12,16,12,2,2,-1.0,2,5,2,-1
04/19/2021,13,17,13,3,-1,-2.0,-1,-1,-1,-2
04/20/2021,-1,-1,-1,-1,-2,-3.0,-2,-2,-2,-3
04/21/2021,-2,1,1,-2,1,-4.0,1,1,1,1
04/22/2021,-3,-1,-1,-3,-1,-5.0,-1,-1,-1,2
04/23/2021,1,1,1,1,1,1.0,1,1,1,3
04/26/2021,2,-1,2,-1,2,2.0,2,2,2,4
04/27/2021,3,-2,3,-2,3,3.0,3,-1,3,5
04/28/2021,-1,-3,-1,-3,-1,4.0,4,-2,4,6
04/29/2021,-2,-4,-2,1,1,5.0,5,-3,5,7
04/30/2021,-3,-5,-3,-1,-1,6.0,6,1,-1,-1
05/03/2021,-4,1,-4,-2,-2,7.0,-1,-1,-2,-2
05/04/2021,-5,-1,-5,-3,-3,-1.0,-2,-2,-3,-3
05/05/2021,-6,-2,-6,1,-4,-2.0,-3,-3,-4,-4
05/06/2021,1,1,1,2,1,1.0,-4,-4,-5,1
05/07/2021,2,-1,2,3,2,2.0,-5,-5,1,2
05/10/2021,-1,-2,-1,4,-1,-1.0,-6,-6,-1,-1
05/11/2021,-2,-3,-2,5,-2,-2.0,-7,-7,-2,-2
05/12/2021,-3,-4,-3,-1,-3,-3.0,-8,-8,-3,-3
05/13/2021,-4,-5,-4,1,-4,-4.0,-9,-9,-4,-4
05/14/2021,1,-6,1,2,1,1.0,1,-10,-5,1
05/17/2021,2,-7,-1,3,2,2.0,2,-11,-6,-1
05/18/2021,-1,-8,-2,4,-1,-1.0,3,-12,-7,1
05/19/2021,-2,-9,-3,-1,1,1.0,4,-13,1,2
05/20/2021,1,1,1,1,2,2.0,5,1,2,3
05/21/2021,-1,2,2,-1,3,3.0,-1,2,3,-1
05/24/2021,1,3,3,1,4,4.0,1,3,4,1
05/25/2021,2,4,4,2,5,5.0,2,4,5,2
05/26/2021,3,5,5,-1,6,6.0,3,5,6,3
05/27/2021,-1,6,-1,-2,7,7.0,-1,6,7,4
05/28/2021,-2,7,-2,-3,8,8.0,-2,7,8,5
06/01/2021,-3,8,-3,-4,9,9.0,-3,8,9,6
06/02/2021,1,-1,-4,1,10,10.0,1,-1,10,-1
06/03/2021,-1,-2,-5,2,-1,-1.0,-1,-2,-1,-2
06/04/2021,1,-3,1,3,1,1.0,-2,1,1,-3
06/07/2021,2,-4,2,4,-1,2.0,-3,2,2,-4
06/08/2021,3,-5,3,5,1,3.0,1,3,-1,-5
06/09/2021,4,-6,4,6,-1,-1.0,2,-1,-2,-6
06/10/2021,-1,1,5,7,1,1.0,3,1,1,1
06/11/2021,1,2,6,8,2,-1.0,4,2,2,2
06/14/2021,2,3,7,-1,3,1.0,5,3,3,3
06/15/2021,3,-1,8,-2,4,2.0,6,-1,-1,-1
06/16/2021,4,-2,-1,-3,-1,-1.0,7,-2,-2,-2
06/17/2021,5,-3,1,-4,1,1.0,8,1,1,1
06/18/2021,6,-4,2,-5,-1,-1.0,9,2,2,-1
06/21/2021,7,1,3,1,-2,-2.0,10,3,-1,1
06/22/2021,8,2,4,2,1,1.0,11,4,1,-1
06/23/2021,9,3,5,-1,2,2.0,12,5,2,-2
06/24/2021,10,4,6,-2,3,3.0,-1,6,3,1
06/25/2021,11,5,7,1,4,4.0,-2,7,4,2
06/28/2021,12,6,8,-1,5,5.0,1,8,5,3
06/29/2021,13,7,9,-2,6,6.0,2,9,6,4
06/30/2021,14,-1,10,1,7,-1.0,-1,10,7,-1
07/01/2021,15,1,11,2,-1,1.0,-2,11,8,1
07/02/2021,16,2,12,3,1,2.0,1,12,9,2
07/06/2021,17,3,13,-1,-1,3.0,2,-1,10,3
07/07/2021,18,4,14,1,-2,-1.0,3,-2,-1,-1
07/08/2021,19,5,15,2,-3,-2.0,4,-3,-2,-2
07/09/2021,20,6,16,3,1,1.0,5,-4,-3,-3
07/12/2021,21,7,-1,-1,2,2.0,6,1,-4,-4
07/13/2021,22,8,1,-2,-1,3.0,-1,-1,-5,-5
07/14/2021,23,9,2,1,1,-1.0,-2,-2,-6,-6
07/15/2021,24,10,3,2,-1,-2.0,-3,-3,-7,-7
07/16/2021,-1,-1,4,3,-2,-3.0,-4,-4,-8,-8
07/19/2021,-2,-2,-1,-1,-3,-4.0,-5,-5,-9,-9
07/20/2021,1,1,1,1,-4,-5.0,-6,1,-10,1
07/21/2021,-1,2,2,2,1,1.0,-7,2,1,2
07/22/2021,1,3,3,3,2,2.0,1,-1,2,-1
07/23/2021,2,4,4,4,3,3.0,2,-2,3,1
07/26/2021,3,5,5,5,4,4.0,3,1,4,-1
07/27/2021,-1,6,-1,6,-1,5.0,-1,-1,5,-2
07/28/2021,-2,-1,-2,-1,1,6.0,-2,-2,6,-3
07/29/2021,-3,-2,-3,1,2,-1.0,-3,1,7,-4
07/30/2021,-4,-3,-4,2,3,-2.0,-4,2,8,-5
08/02/2021,-5,-4,-5,3,4,-3.0,-5,3,9,-6
08/03/2021,1,-5,1,4,-1,-4.0,-6,4,10,-7
08/04/2021,2,-6,2,5,1,1.0,-7,5,11,-8
08/05/2021,3,-7,3,6,-1,2.0,-8,6,12,-9
08/06/2021,-1,-8,4,-1,-2,3.0,-9,-1,-1,-10
08/09/2021,-2,-9,5,-2,-3,4.0,-10,1,-2,-11
08/10/2021,-3,-10,-1,1,-4,-1.0,-11,2,-3,-12
08/11/2021,-4,-11,-2,2,1,-2.0,-12,-1,-4,-13
08/12/2021,1,-12,1,3,2,1.0,-13,1,-5,-14
08/13/2021,2,1,2,4,3,2.0,-14,2,1,1
08/16/2021,3,2,3,5,4,3.0,-15,-1,-1,-1
08/17/2021,4,-1,4,-1,-1,-1.0,-16,-2,-2,1
08/18/2021,-1,-2,-1,-2,-2,-2.0,-17,1,-3,-1
08/19/2021,-2,-3,1,1,-3,-3.0,-18,-1,-4,1
08/20/2021,1,-4,2,2,-4,1.0,-19,-2,-5,2
08/23/2021,2,-5,3,3,1,2.0,1,1,1,3
08/24/2021,3,-6,4,4,2,3.0,2,2,2,4
08/25/2021,-1,1,5,5,3,4.0,3,3,3,5
08/26/2021,-2,-1,-1,6,-1,-1.0,4,-1,-1,6
08/27/2021,1,1,-2,7,1,1.0,5,1,1,7
08/30/2021,2,2,1,8,2,2.0,6,2,2,8
08/31/2021,3,3,2,-1,3,3.0,7,3,3,9
09/01/2021,4,4,3,1,4,4.0,8,4,-1,-1
09/02/2021,5,5,-1,2,-1,-1.0,9,5,-2,-2
09/03/2021,6,6,-2,3,-2,-2.0,10,6,1,-3
09/07/2021,7,-1,-3,-1,-3,1.0,11,7,-1,-4
09/08/2021,8,1,-4,-2,-4,-1.0,12,8,-2,-5
09/09/2021,-1,2,-5,-3,-5,-2.0,-1,9,-3,-6
09/10/2021,-2,3,-6,-4,-6,1.0,-2,-1,-4,1
09/13/2021,-3,4,-7,-5,1,-1.0,-3,-2,-5,-1
09/14/2021,-4,5,1,-6,-1,-2.0,-4,1,-6,-2
09/15/2021,-5,-1,2,-7,-2,-3.0,1,2,-7,-3
09/16/2021,-6,-2,3,-8,-3,-4.0,2,3,1,-4
09/17/2021,-7,-3,-1,-9,-4,-5.0,-1,4,-1,-5
09/20/2021,-8,-4,-2,-10,-5,-6.0,-2,-1,-2,-6
09/21/2021,-9,-5,-3,-11,-6,-7.0,-3,-2,-3,-7
09/22/2021,1,-6,1,-12,-7,-8.0,-4,1,1,-8
09/23/2021,2,1,2,1,1,-9.0,1,2,2,-9
09/24/2021,3,2,3,2,2,1.0,2,3,3,-10
09/27/2021,-1,-1,-1,-1,-1,2.0,-1,4,4,-11
09/28/2021,-2,-2,-2,-2,-2,-1.0,-2,5,-1,-12
09/29/2021,-3,-3,-3,-3,-3,-2.0,-3,6,-2,-13
09/30/2021,-4,-4,-4,-4,-4,-3.0,-4,-1,1,-14
10/01/2021,-5,1,1,-5,-5,1.0,-5,-2,-1,-15
10/04/2021,-6,-1,-1,-6,-6,-1.0,-6,1,-2,-16
10/05/2021,-7,-2,1,-7,-7,-2.0,-7,2,1,-17
10/06/2021,1,1,2,-8,-8,-3.0,1,3,2,-18
10/07/2021,2,2,3,1,-9,-4.0,2,4,3,1
10/08/2021,3,-1,4,2,-10,-5.0,3,-1,4,2
10/11/2021,4,-2,5,3,-11,-6.0,-1,1,5,-1
10/12/2021,-1,-3,-1,-1,-12,-7.0,-2,2,6,-2
10/13/2021,-2,-4,1,-2,1,-8.0,1,3,7,1
10/14/2021,1,1,2,1,2,1.0,2,4,8,2
10/15/2021,2,2,3,2,3,-1.0,3,5,9,-1
10/18/2021,3,3,4,3,4,1.0,4,6,10,1
10/19/2021,4,4,5,4,5,2.0,5,7,11,2
10/20/2021,5,5,6,5,6,3.0,6,8,12,3
10/21/2021,6,6,7,-1,7,4.0,7,9,13,4
10/22/2021,7,7,8,-2,-1,-1.0,-1,10,14,-1
10/25/2021,8,8,-1,-3,1,-2.0,-2,11,15,-2
10/26/2021,9,9,1,1,2,-3.0,1,12,16,-3
10/27/2021,10,-1,2,2,-1,-4.0,2,13,17,-4
10/28/2021,11,-2,3,3,1,-5.0,3,14,-1,1
10/29/2021,-1,-3,4,4,2,1.0,-1,15,-2,-1
11/01/2021,-2,-4,5,5,3,2.0,-2,16,1,1
11/02/2021,1,1,6,6,4,3.0,-3,17,2,-1
11/03/2021,2,2,7,7,5,4.0,1,18,3,-2
11/04/2021,3,3,8,8,6,5.0,2,19,4,-3
11/05/2021,4,4,9,-1,7,6.0,3,20,5,-4
11/08/2021,-1,5,10,-2,8,7.0,4,-1,6,-5
11/09/2021,1,-1,11,1,9,-1.0,5,-2,7,1
11/10/2021,-1,-2,-1,2,-1,-2.0,-1,-3,-1,2
11/11/2021,-2,-3,-2,-1,1,-3.0,-2,-4,1,3
11/12/2021,1,-4,1,-2,2,1.0,1,-5,2,4
11/15/2021,2,-5,2,1,3,2.0,2,-6,3,-1
11/16/2021,3,1,3,-1,4,3.0,3,1,4,-2
11/17/2021,4,2,4,-2,5,-1.0,4,2,5,-3
11/18/2021,5,3,5,-3,6,-2.0,5,3,6,-4
11/19/2021,6,-1,6,-4,7,1.0,6,4,7,-5
11/22/2021,7,-2,-1,-5,-1,-1.0,-1,5,-1,-6
11/23/2021,8,1,-2,1,-2,-2.0,-2,-1,-2,-7
11/24/2021,9,2,-3,2,-3,1.0,-3,-2,1,-8
11/26/2021,-1,-1,-4,-1,-4,-1.0,-4,-3,2,-9
11/29/2021,1,-2,1,1,1,1.0,1,1,3,-10
11/30/2021,2,-3,-1,-1,-1,-1.0,-1,2,4,-11
12/01/2021,3,-4,-2,-2,-2,-2.0,-2,-1,-1,-12
12/02/2021,4,1,-3,1,-3,-3.0,-3,-2,-2,-13
12/03/2021,-1,2,-4,2,-4,-4.0,-4,-3,-3,1
12/06/2021,1,3,-5,3,-5,1.0,-5,-4,-4,2
12/07/2021,2,4,1,4,1,2.0,1,1,-5,3
12/08/2021,3,5,2,5,2,3.0,2,2,1,4
12/09/2021,4,6,3,6,3,4.0,-1,-1,-1,5
12/10/2021,5,7,4,7,4,5.0,-2,-2,-2,-1
12/13/2021,6,-1,5,8,5,6.0,-3,-3,-3,-2
12/14/2021,-1,-2,-1,-1,-1,7.0,-4,-4,-4,-3
12/15/2021,1,-3,1,1,1,8.0,1,-5,1,1
12/16/2021,-1,-4,-1,2,-1,-1.0,-1,-6,-1,2
12/17/2021,-2,-5,-2,3,-2,-2.0,-2,-7,-2,3
12/20/2021,-3,-6,-3,4,-3,-3.0,-3,-8,-3,4
12/21/2021,1,-7,1,5,1,1.0,1,1,1,5
12/22/2021,2,1,2,6,2,-1.0,2,2,2,-1
12/23/2021,3,2,3,7,3,1.0,3,3,3,1
12/27/2021,4,3,4,8,4,2.0,-1,4,4,-1
12/28/2021,5,4,5,9,5,3.0,1,5,5,-2
12/29/2021,6,5,6,10,6,4.0,-1,6,-1,-3
12/30/2021,-1,6,-1,11,-1,5.0,-2,7,-2,1
12/31/2021,-2,7,-2,-1,-2,-1.0,-3,-1,-3,-1
01/03/2022,1,8,-3,-2,1,-2.0,1,1,1,1
01/04/2022,2,-1,-4,-3,2,-3.0,-1,2,-1,-1
01/05/2022,-1,-2,-5,-4,3,-4.0,-2,-1,-2,-2
01/06/2022,-2,-3,-6,-5,-1,-5.0,-3,-2,-3,-3
01/07/2022,-3,-4,-7,-6,-2,-6.0,-4,-3,-4,-4
01/10/2022,-4,-5,-8,1,-3,-7.0,-5,-4,-5,1
01/11/2022,1,-6,-9,2,1,1.0,1,1,1,2
01/12/2022,2,-7,1,3,2,2.0,2,2,2,3
01/13/2022,-1,-8,-1,-1,-1,-1.0,-1,-1,-1,4
01/14/2022,-2,-9,-2,-2,1,1.0,-2,-2,1,5
01/18/2022,-3,-10,-3,-3,-1,-1.0,-3,-3,-1,6
01/19/2022,-4,-11,-4,-4,-2,-2.0,-4,-4,-2,7
01/20/2022,-5,-12,-5,-5,-3,-3.0,-5,-5,-3,8
01/21/2022,-6,-13,-6,-6,-4,-4.0,-6,-6,-4,9
01/24/2022,-7,1,-7,-7,-5,-5.0,-7,-7,-5,-1
01/25/2022,-8,-1,-8,-8,-6,-6.0,-8,-8,-6,-2
01/26/2022,-9,-2,1,-9,-7,-7.0,-9,-9,-7,-3
01/27/2022,-10,-3,2,-10,-8,-8.0,-10,-10,-8,-4
01/28/2022,1,1,3,-11,1,1.0,1,-11,-9,-5
01/31/2022,2,2,4,1,2,2.0,2,1,1,1
02/01/2022,3,3,5,-1,3,3.0,3,2,2,2
02/02/2022,4,-1,6,1,4,4.0,4,-1,3,3
02/03/2022,-1,-2,-1,-1,5,-1.0,-1,-2,4,4
02/04/2022,-2,-3,-2,-2,6,-2.0,1,1,5,5
02/07/2022,-3,-4,-3,-3,-1,-3.0,2,-1,6,-1
02/08/2022,1,-5,1,1,1,-4.0,3,1,7,1
02/09/2022,2,1,2,2,2,-5.0,4,2,8,2
02/10/2022,-1,-1,-1,-1,-1,-6.0,5,-1,-1,3
02/11/2022,-2,-2,-2,-2,-2,-7.0,-1,-2,-2,4
02/14/2022,-3,-3,-3,-3,-3,-8.0,-2,-3,-3,-1
02/15/2022,1,1,1,1,1,-9.0,1,1,1,-2
02/16/2022,2,2,2,2,2,-10.0,2,2,-1,-3
02/17/2022,-1,-1,-1,3,-1,-11.0,-1,-1,-2,-4
02/18/2022,-2,-2,-2,4,-2,-12.0,-2,-2,-3,-5
02/22/2022,-3,-3,-3,5,-3,-13.0,-3,-3,1,-6
02/23/2022,-4,-4,-4,-1,-4,-14.0,-4,-4,-1,-7
02/24/2022,-5,-5,1,-2,1,1.0,1,-5,1,1
02/25/2022,1,1,2,1,2,2.0,2,-6,2,2
02/28/2022,2,-1,3,2,3,3.0,3,1,3,3
03/01/2022,-1,-2,-1,-1,-1,-1.0,-1,2,-1,-1
03/02/2022,1,1,1,1,1,1.0,1,3,1,1
03/03/2022,2,-1,-1,2,-1,-1.0,-1,-1,-1,2
03/04/2022,-1,-2,-2,3,-2,-2.0,-2,-2,-2,3
03/07/2022,-2,-3,-3,-1,-3,-3.0,-3,-3,-3,-1
03/08/2022,-3,-4,-4,-2,-4,-4.0,-4,-4,-4,-2
03/09/2022,1,1,1,1,1,1.0,-5,1,1,1
03/10/2022,-1,2,2,-1,-1,-1.0,1,-1,-1,2
03/11/2022,-2,-1,-1,-2,-2,-2.0,2,-2,-2,-1
03/14/2022,-3,-2,-2,-3,-3,-3.0,-1,-3,-3,-2
03/15/2022,1,1,1,1,-4,1.0,1,1,1,-3
03/16/2022,2,2,2,2,1,2.0,2,2,2,1
03/17/2022,3,3,3,3,2,3.0,3,3,3,2
03/18/2022,4,4,4,4,3,4.0,4,4,4,3
03/21/2022,5,-1,5,5,4,5.0,5,5,5,4
03/22/2022,6,1,6,6,5,6.0,6,6,6,5
03/23/2022,7,-1,7,-1,-1,7.0,7,7,-1,6
03/24/2022,8,1,8,-2,1,8.0,8,8,1,7
03/25/2022,9,2,9,-3,2,9.0,9,9,2,8
03/28/2022,10,3,10,1,3,10.0,10,10,3,9
03/29/2022,11,4,11,2,4,11.0,11,11,4,10
03/30/2022,12,5,12,3,-1,12.0,-1,12,-1,11
03/31/2022,-1,6,-1,4,-2,-1.0,-2,13,-2,12
04/01/2022,-2,7,-2,-1,-3,1.0,-3,14,-3,-1
